study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title
PRJEB3366	SAMEA1573236	ERX162898	ERR188386	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188386/NA20521.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188386/NA20521.7.M_120219_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188386	NA20521
PRJEB3366	SAMEA1573381	ERX162722	ERR188387	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188387/ERR188387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188387/ERR188387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188387/HG00160.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188387/HG00160.3.M_120202_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188387	HG00160
PRJEB3366	SAMEA1573328	ERX162943	ERR188388	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188388/ERR188388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188388/ERR188388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188388/NA12341.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188388/NA12341.1.M_111124_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188388	NA12341
PRJEB3366	SAMEA1573413	ERX162871	ERR188389	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188389/ERR188389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188389/ERR188389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188389/NA10851.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188389/NA10851.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188389	NA10851
PRJEB3366	SAMEA1573353	ERX163014	ERR188390	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188390/ERR188390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188390/ERR188390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188390/NA19235.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188390/NA19235.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188390	NA19235
PRJEB3366	SAMEA1573393	ERX162921	ERR188391	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188391/ERR188391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188391/ERR188391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188391/HG01789.6.M_120119_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188391/HG01789.6.M_120119_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188391	HG01789
PRJEB3366	SAMEA1573421	ERX162915	ERR188392	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188392/ERR188392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188392/ERR188392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188392/NA19210.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188392/NA19210.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188392	NA19210
PRJEB3366	SAMEA1573284	ERX162931	ERR188393	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188393/ERR188393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188393/ERR188393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188393/NA20772.3.M_120223_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188393/NA20772.3.M_120223_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188393	NA20772
PRJEB3366	SAMEA1573325	ERX162741	ERR188394	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188394/ERR188394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188394/ERR188394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188394/NA20813.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188394/NA20813.5.M_120131_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188394	NA20813
PRJEB3366	SAMEA1573382	ERX162888	ERR188395	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188395/ERR188395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188395/ERR188395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188395/HG00365.7.M_120219_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188395/HG00365.7.M_120219_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188395	HG00365
PRJEB3366	SAMEA1573165	ERX163097	ERR188396	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188396/NA12383.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188396/NA12383.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188396	NA12383
PRJEB3366	SAMEA1573473	ERX162938	ERR188397	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188397/HG00271.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188397/HG00271.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188397	HG00271
PRJEB3366	SAMEA1573481	ERX162712	ERR188398	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188398/NA20535.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188398/NA20535.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188398	NA20535
PRJEB3366	SAMEA1573472	ERX162906	ERR188399	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188399/NA20531.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188399/NA20531.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188399	NA20531
PRJEB3366	SAMEA1573231	ERX163116	ERR188400	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188400/HG00188.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188400/HG00188.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188400	HG00188
PRJEB3366	SAMEA1573522	ERX163133	ERR188401	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188401/HG00141.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188401/HG00141.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188401	HG00141
PRJEB3366	SAMEA1573268	ERX162937	ERR188402	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188402/NA20581.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188402/NA20581.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188402	NA20581
PRJEB3366	SAMEA1573521	ERX163081	ERR188403	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188403/HG00131.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188403/HG00131.2.M_111215_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188403	HG00131
PRJEB3366	SAMEA1573282	ERX162782	ERR188404	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188404/NA12750.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188404/NA12750.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188404	NA12750
PRJEB3366	SAMEA1573460	ERX162778	ERR188405	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188405/NA20799.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188405/NA20799.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188405	NA20799
PRJEB3366	SAMEA1573387	ERX163102	ERR188406	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188406/NA20828.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188406/NA20828.2.M_111216_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188406	NA20828
PRJEB3366	SAMEA1573153	ERX162711	ERR188407	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188407/HG01790.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188407/HG01790.3.M_120202_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188407	HG01790
PRJEB3366	SAMEA1573094	ERX162968	ERR188408	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188408/NA20810.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188408/NA20810.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188408	NA20810
PRJEB3366	SAMEA1573243	ERX162868	ERR188409	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188409/NA18923.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188409/NA18923.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188409	NA18923
PRJEB3366	SAMEA1573433	ERX162907	ERR188410	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188410/NA12156.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188410/NA12156.4.M_120208_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188410	NA12156
PRJEB3366	SAMEA1573092	ERX162848	ERR188411	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188411/HG00243.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188411/HG00243.4.M_120208_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188411	HG00243
PRJEB3366	SAMEA1573512	ERX162744	ERR188412	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188412/HG00129.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188412/HG00129.4.M_120208_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188412	HG00129
PRJEB3366	SAMEA1573184	ERX163153	ERR188413	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188413/NA12890.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188413/NA12890.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188413	NA12890
PRJEB3366	SAMEA1573114	ERX162766	ERR188414	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188414/NA12043.2.M_120127_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188414/NA12043.2.M_120127_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188414	NA12043
PRJEB3366	SAMEA1573486	ERX162961	ERR188415	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188415/NA12058.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188415/NA12058.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188415	NA12058
PRJEB3366	SAMEA1573303	ERX162815	ERR188416	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188416/HG00102.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188416/HG00102.3.M_120202_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188416	HG00102
PRJEB3366	SAMEA1573082	ERX162878	ERR188417	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188417/HG00327.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188417/HG00327.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188417	HG00327
PRJEB3366	SAMEA1573479	ERX163154	ERR188418	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188418/ERR188418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188418/ERR188418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188418/HG00326.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188418/HG00326.1.M_111124_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188418	HG00326
PRJEB3366	SAMEA1573509	ERX163095	ERR188419	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188419/ERR188419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188419/ERR188419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188419/NA20800.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188419/NA20800.1.M_111124_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188419	NA20800
PRJEB3366	SAMEA1573487	ERX163103	ERR188420	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188420/ERR188420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188420/ERR188420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188420/NA12763.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188420/NA12763.2.M_111216_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188420	NA12763
PRJEB3366	SAMEA1573107	ERX162933	ERR188421	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188421/ERR188421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188421/ERR188421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188421/NA19225.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188421/NA19225.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188421	NA19225
PRJEB3366	SAMEA1573468	ERX163001	ERR188422	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188422/ERR188422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188422/ERR188422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188422/NA19172.6.M_120119_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188422/NA19172.6.M_120119_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188422	NA19172
PRJEB3366	SAMEA1573350	ERX162805	ERR188423	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188423/ERR188423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188423/ERR188423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188423/NA19107.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188423/NA19107.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188423	NA19107
PRJEB3366	SAMEA1573390	ERX163139	ERR188424	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188424/ERR188424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188424/ERR188424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188424/NA20819.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188424/NA20819.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188424	NA20819
PRJEB3366	SAMEA1573183	ERX162810	ERR188425	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188425/ERR188425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188425/ERR188425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188425/HG00187.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188425/HG00187.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188425	HG00187
PRJEB3366	SAMEA1573450	ERX162738	ERR188426	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188426/ERR188426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188426/ERR188426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188426/NA11843.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188426/NA11843.4.M_120208_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188426	NA11843
PRJEB3366	SAMEA1573287	ERX162917	ERR188427	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188427/NA19159.3.M_120223_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188427/NA19159.3.M_120223_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188427	NA19159
PRJEB3366	SAMEA1573289	ERX162743	ERR188428	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188428/ERR188428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188428/ERR188428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188428/HG00099.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188428/HG00099.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188428	HG00099
PRJEB3366	SAMEA1573095	ERX162923	ERR188429	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188429/ERR188429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188429/ERR188429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188429/NA12889.3.M_120223_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188429/NA12889.3.M_120223_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188429	NA12889
PRJEB3366	SAMEA1573119	ERX163016	ERR188430	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188430/ERR188430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188430/ERR188430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188430/HG00132.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188430/HG00132.2.M_111215_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188430	HG00132
PRJEB3366	SAMEA1573248	ERX163155	ERR188431	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188431/ERR188431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188431/ERR188431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188431/NA12273.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188431/NA12273.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188431	NA12273
PRJEB3366	SAMEA1573355	ERX163138	ERR188432	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188432/ERR188432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188432/ERR188432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188432/HG00309.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188432/HG00309.7.M_120219_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188432	HG00309
