study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title
PRJEB3366	SAMEA1573446	ERX163159	ERR188021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188021/ERR188021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188021/ERR188021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188021/NA20508.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188021/NA20508.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188021	NA20508
PRJEB3366	SAMEA1573207	ERX162912	ERR188022	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188022/ERR188022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188022/ERR188022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188022/NA12812.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188022/NA12812.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188022	NA12812
PRJEB3366	SAMEA1573500	ERX162777	ERR188023	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188023/ERR188023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188023/ERR188023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188023/HG00315.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188023/HG00315.2.M_111215_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188023	HG00315
PRJEB3366	SAMEA1573203	ERX162876	ERR188024	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188024/ERR188024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188024/ERR188024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188024/NA12749.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188024/NA12749.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188024	NA12749
PRJEB3366	SAMEA1573346	ERX163121	ERR188025	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188025/ERR188025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188025/ERR188025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188025/HG00377.2.M_120131_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188025/HG00377.2.M_120131_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188025	HG00377
PRJEB3366	SAMEA1573212	ERX162823	ERR188026	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188026/NA20510.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188026/NA20510.3.M_120202_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188026	NA20510
PRJEB3366	SAMEA1573516	ERX162976	ERR188027	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188027/ERR188027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188027/ERR188027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188027/NA07056.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188027/NA07056.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188027	NA07056
PRJEB3366	SAMEA1573404	ERX163149	ERR188028	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188028/ERR188028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188028/ERR188028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188028/HG00155.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188028/HG00155.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188028	HG00155
PRJEB3366	SAMEA1573527	ERX162809	ERR188029	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188029/ERR188029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188029/ERR188029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188029/HG00355.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188029/HG00355.2.M_111215_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188029	HG00355
PRJEB3366	SAMEA1573339	ERX162997	ERR188030	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188030/NA19119.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188030/NA19119.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188030	NA19119
PRJEB3366	SAMEA1573240	ERX163172	ERR188031	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188031/ERR188031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188031/ERR188031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188031/HG00350.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188031/HG00350.3.M_120202_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188031	HG00350
PRJEB3366	SAMEA1573507	ERX163164	ERR188032	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188032/ERR188032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188032/ERR188032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188032/NA12275.7.M_120219_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188032/NA12275.7.M_120219_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188032	NA12275
PRJEB3366	SAMEA1573345	ERX163047	ERR188033	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188033/ERR188033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188033/ERR188033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188033/HG00336.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188033/HG00336.1.M_120209_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188033	HG00336
PRJEB3366	SAMEA1573368	ERX162954	ERR188034	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188034/ERR188034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188034/ERR188034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188034/HG00273.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188034/HG00273.3.M_120202_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188034	HG00273
PRJEB3366	SAMEA1573444	ERX162772	ERR188035	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188035/ERR188035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188035/ERR188035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188035/HG00123.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188035/HG00123.4.M_120208_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188035	HG00123
PRJEB3366	SAMEA1573484	ERX162827	ERR188036	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188036/ERR188036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188036/ERR188036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188036/HG00236.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188036/HG00236.5.M_120131_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188036	HG00236
PRJEB3366	SAMEA1573523	ERX162908	ERR188037	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188037/ERR188037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188037/ERR188037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188037/NA19236.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188037/NA19236.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188037	NA19236
PRJEB3366	SAMEA1573269	ERX163148	ERR188038	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188038/ERR188038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188038/ERR188038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188038/HG00345.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188038/HG00345.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188038	HG00345
PRJEB3366	SAMEA1573377	ERX162765	ERR188039	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188039/ERR188039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188039/ERR188039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188039/NA12144.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188039/NA12144.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188039	NA12144
PRJEB3366	SAMEA1573477	ERX163134	ERR188040	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188040/ERR188040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188040/ERR188040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188040/HG00096.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188040/HG00096.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188040	HG00096
PRJEB3366	SAMEA1573127	ERX162894	ERR188041	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188041/ERR188041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188041/ERR188041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188041/HG00157.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188041/HG00157.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188041	HG00157
PRJEB3366	SAMEA1573219	ERX162798	ERR188042	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188042/ERR188042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188042/ERR188042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188042/NA19204.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188042/NA19204.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188042	NA19204
PRJEB3366	SAMEA1573132	ERX162983	ERR188043	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188043/ERR188043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188043/HG00384.2.M_111216_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188043/HG00384.2.M_111216_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188043	HG00384
PRJEB3366	SAMEA1573216	ERX162864	ERR188044	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188044/NA18498.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188044/NA18498.2.M_120131_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188044	NA18498
PRJEB3366	SAMEA1573276	ERX162754	ERR188045	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188045/ERR188045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188045/HG00321.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188045/HG00321.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188045	HG00321
PRJEB3366	SAMEA1573202	ERX163111	ERR188046	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188046/ERR188046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188046/HG00320.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188046/HG00320.1.M_111124_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188046	HG00320
PRJEB3366	SAMEA1573294	ERX163105	ERR188047	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188047/ERR188047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188047/NA06994.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188047/NA06994.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188047	NA06994
PRJEB3366	SAMEA1573181	ERX162803	ERR188048	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188048/ERR188048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188048/NA12489.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188048/NA12489.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188048	NA12489
PRJEB3366	SAMEA1573373	ERX162877	ERR188049	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188049/ERR188049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188049/NA11931.1.M_111124_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188049/NA11931.1.M_111124_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188049	NA11931
PRJEB3366	SAMEA1573188	ERX163132	ERR188050	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188050/NA20518.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188050/NA20518.4.M_120208_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188050	NA20518
PRJEB3366	SAMEA1573406	ERX163020	ERR188051	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188051/ERR188051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188051/NA12830.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188051/NA12830.1.M_111124_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188051	NA12830
PRJEB3366	SAMEA1573256	ERX163043	ERR188052	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188052/ERR188052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188052/NA20541.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188052/NA20541.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188052	NA20541
PRJEB3366	SAMEA1573152	ERX162739	ERR188053	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188053/ERR188053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188053/HG00242.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188053/HG00242.3.M_120202_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188053	HG00242
PRJEB3366	SAMEA1573508	ERX162791	ERR188054	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188054/ERR188054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188054/NA20752.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188054/NA20752.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188054	NA20752
PRJEB3366	SAMEA1573329	ERX163015	ERR188055	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188055/NA19171.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188055/NA19171.1.M_111124_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188055	NA19171
PRJEB3366	SAMEA1573101	ERX162905	ERR188056	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188056/HG00331.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188056/HG00331.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188056	HG00331
PRJEB3366	SAMEA1573412	ERX162760	ERR188057	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188057/ERR188057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188057/HG00262.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188057/HG00262.2.M_111215_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188057	HG00262
PRJEB3366	SAMEA1573158	ERX162807	ERR188058	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188058/ERR188058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188058/NA12005.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188058/NA12005.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188058	NA12005
PRJEB3366	SAMEA1573233	ERX163068	ERR188059	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188059/ERR188059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188059/HG00125.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188059/HG00125.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188059	HG00125
PRJEB3366	SAMEA1573254	ERX163144	ERR188060	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188060/NA18517.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188060/NA18517.3.M_120202_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188060	NA18517
PRJEB3366	SAMEA1573252	ERX162870	ERR188061	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188061/ERR188061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188061/NA12761.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188061/NA12761.6.M_120119_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188061	NA12761
PRJEB3366	SAMEA1573296	ERX163162	ERR188062	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188062/ERR188062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188062/NA11992.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188062/NA11992.6.M_120119_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188062	NA11992
PRJEB3366	SAMEA1573467	ERX162826	ERR188063	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188063/NA20509.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188063/NA20509.7.M_120219_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188063	NA20509
PRJEB3366	SAMEA1573324	ERX162945	ERR188064	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188064/NA19144.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188064/NA19144.1.M_120209_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188064	NA19144
PRJEB3366	SAMEA1573084	ERX162969	ERR188065	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188065/ERR188065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188065/ERR188065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188065/HG00149.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188065/HG00149.1.M_111124_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188065	HG00149
PRJEB3366	SAMEA1573518	ERX162963	ERR188066	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188066/NA19118.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188066/NA19118.7.M_120219_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188066	NA19118
PRJEB3366	SAMEA1573247	ERX163041	ERR188067	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188067/ERR188067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188067/ERR188067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188067/NA11831.7.M_120219_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188067/NA11831.7.M_120219_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188067	NA11831
